"name","reported_chemical_name","reported_casrn"
"usgs","Count, species 30-35 mm size class",NA
"usgs","Grain size, clay (<2 um)",NA
"usgs","Grain size, coarse sand (>=630 to 2000 um)",NA
"usgs","Grain size, coarse silt (>=20 to 63 um)",NA
"usgs","Grain size, fine gravel and larger (>=2000 um",NA
"usgs","Grain size, fine sand (>=63 to 200 um)",NA
"usgs","Grain size, fine silt (>=2 to 6.3 um)",NA
"usgs","Grain size, medium sand (>=200 to 630 um)",NA
"usgs","Grain size, medium silt (>=6.3 to 20 um)",NA
"usgs","1,3-Dimethyladamantane",NA
"usgs","Bromoethane",NA
"usgs","Terpineol",NA
"usgs","Ethylene glycol monobutyl ether",NA
"usgs","o-Terphenyl",NA
"usgs","Bensulide",NA
"usgs","Cyantraniliprole",NA
"usgs","Picoxystrobin",NA
"usgs","Sedaxane",NA
"usgs","Fluxapyroxad",NA
"usgs","Tolfenpyrad",NA
"usgs","5-Hydroxyimidacloprid",NA
"usgs","Imidacloprid desnitro-olefin",NA
"usgs","Imidacloprid desnitro-olefin hydrochloride",NA
"usgs","Imidacloprid-urea",NA
"usgs","Dinotefuran DN",NA
"usgs","Dinotefuran UF",NA
"usgs","Imidacloprid-olefin",NA
"usgs","Nithiazine",NA
"usgs","2-Aminobenzothiazole",NA
"usgs","2(3H)-Benzothiazolone",NA
"usgs","Benzothiazole",NA
"usgs","5,6-Dimethylbenzotriazole",NA
"usgs","C5-C8 Aliphatics",NA
"usgs","C9-C12 Aliphatics",NA
"usgs","Hydrocarbons, total purgeable",NA
"usgs","Fluoroethyldiaminotriazine (FDAT)",NA
"usgs","Precipitation 36hr prior to monitoring event ",NA
"usgs","PCB-141/179",NA
"usgs","PCB-157/173/201",NA
"usgs","PCB-22/51",NA
"usgs","PCB-41/64",NA
"usgs","PCB-47/75",NA
"usgs","PCB-55/91",NA
"usgs","PCB-80/95",NA
"usgs","Hydrophilic fraction of organic carbon",NA
"usgs","Transphilic fraction of organic carbon",NA
"usgs","Cyazofamid",NA
"usgs","Cymoxanil",NA
"usgs","Desthio-prothioconazole",NA
"usgs","Ethaboxam",NA
"usgs","Fenamidone",NA
"usgs","Fluopicolide",NA
"usgs","Paclobutrazol",NA
"usgs","Penoxsulam",NA
"usgs","Quinoxyfen",NA
"usgs","Domoic acid",NA
"usgs","Microcystin HtYR",NA
"usgs","Microcystin LY",NA
"usgs","Isopropanol",NA
"usgs","Acidity, total, phenolphthalein (as CaCO3)",NA
"usgs","Acidity, mineral methyl orange (as CaCO3)",NA
"usgs","Bismuth-212",NA
"usgs","Sediment Oxygen Demand",NA
"usgs","Tricyclo[3.3.1.13,7]decane",NA
"usgs","SUVA (SPECIFIC ULTRAVIOLET ABSORBANCE)",NA
"usgs","Temperature, sediment",NA
"usgs","BZ#001L",NA
"usgs","BZ#003L",NA
"usgs","BZ#004L",NA
"usgs","BZ#015L",NA
"usgs","BZ#019L",NA
"usgs","BZ#028L",NA
"usgs","BZ#037L",NA
"usgs","BZ#054L",NA
"usgs","BZ#104L",NA
"usgs","BZ#105L",NA
"usgs","BZ#111L",NA
"usgs","BZ#114L",NA
"usgs","BZ#118L",NA
"usgs","BZ#123L",NA
"usgs","BZ#155L",NA
"usgs","BZ#156L",NA
"usgs","BZ#157L",NA
"usgs","BZ#167L",NA
"usgs","BZ#178L",NA
"usgs","BZ#188L",NA
"usgs","BZ#189L",NA
"usgs","BZ#202L",NA
"usgs","BZ#205L",NA
"usgs","BZ#206L",NA
"usgs","BZ#208L",NA
"usgs","BZ#209L",NA
"usgs","PCB-131/165",NA
"usgs","PCB-47/48/75",NA
"usgs","Propionic acid",NA
"usgs","1,4-Difluorobenzene",NA
"usgs","2-(Methylthio)benzothiazole",NA
"usgs","4-Hydroxybenzotriazole",NA
"usgs","4-Methylbenzotriazole",NA
"usgs","C11-C22 Aromatics",NA
"usgs","C19-C36 Aliphatics",NA
"usgs","1,2,3,4,5,6-Hexachlorocyclohexane",NA
"usgs","Fluopyram",NA
"usgs","Flupyradifurone",NA
"usgs","Ipconazole",NA
"usgs","Trenbolone",NA
"usgs","1-Propanol",NA
"usgs","USDA Soil Texture Classification (choice list",NA
"usgs","Nodularin",NA
"usgs","Okadaic acid",NA
"usgs","Fuel, Diesel Range (C10-C28)",NA
"usgs","PCB-115/87",NA
"usgs","1H-Benzotriazole, 5-chloro-",NA
"usgs","Organics mix, unspecified",NA
"usgs","Microcystin WR",NA
"usgs","Anabaena",NA
"usgs","Benzotrifluoride",NA
"usgs","Octane, 1-chloro-",NA
"usgs","Carbon Dioxide, fixed CO2",NA
"usgs","Parlar 26",NA
"usgs","PCB-117/116/85/110/115",NA
"usgs","PCB-129/138/163",NA
"usgs","PCB-135/151",NA
"usgs","PCB-137/164",NA
"usgs","PCB-93/98/100/102",NA
"usgs","Bisphenol F-d10",NA
"usgs","Bisphenol S-2,2',3,3',5,5',6,6'-d8",NA
"usgs","4,4'-Bisphenol F",NA
"usgs","Polybrominated biphenyls",NA
"usgs","PCB-138/158",NA
"usgs","Substrate - fines",NA
"usgs","Phosphated pesticides",NA
"usgs","4-Chloro-3-nitrobenzotrifluoride",NA
"usgs","Substrate - cobbles, medium",NA
"usgs","Stream velocity (choice list)",NA
"usgs","Discharge, Mine",NA
"usgs","Polycyclic aromatic hydrocarbons as benzo[a]p",NA
"usgs","Microcystin LW",NA
"usgs","Fuel, Gasoline Range (C10-C28)",NA
"usgs","Fluorene-d10",NA
"usgs","PCB congener 202-13C12",NA
"usgs","Dichlorophenol",NA
"usgs","4,6-Dichloro-o-cresol",NA
"usgs","Microcystin LF",NA
"usgs","C9-C10 Aromatics",NA
"usgs","Sodium methyldithiocarbamate",NA
"usgs","2-Octanone",NA
"usgs","2,6-Di-tert-butylphenol",NA
"usgs","Bisphenol S",NA
"usgs","P-Chlorophenol",NA
"usgs","2-Heptanone",NA
"usgs","Number of individuals***retired***use Individ",NA
"usgs","Sulfur dioxide",NA
"usgs","Octadecane, 1-chloro-",NA
"usgs","Methyl mercaptan",NA
"usgs","Age, Scales (Fish)",NA
"usgs","Fish fork length",NA
"usgs","Bromate",NA
"usgs","DDE, o,p'- and p,p'- isomers",NA
"usgs","Substrate - clay/fine partic. org. matt.",NA
"usgs","Inorganic nitrogen (nitrate and nitrite) as N",NA
"usgs","Orthophosphate as PO4",NA
"usgs","Cyclohexene",NA
"usgs","Argon-36",NA
"usgs","Neon-22",NA
"usgs","Xenon-124",NA
"usgs","Xenon-128",NA
"usgs","Xenon-130",NA
"usgs","Xenon-131",NA
"usgs","Xenon-132",NA
"usgs","Xenon-134",NA
"usgs","Xenon-136",NA
"usgs","Krypton-78",NA
"usgs","Krypton-80",NA
"usgs","Krypton-82",NA
"usgs","Krypton-83",NA
"usgs","Krypton-86",NA
"usgs","Guanylurea",NA
"usgs","Hexamethylenetetramine",NA
"usgs","Ractopamine",NA
"usgs","Oxathiapiprolin",NA
"usgs","Penthiopyrad",NA
"usgs","Sulfoxaflor",NA
"usgs","Lithium-7/lithium-6, ratio",NA
"usgs","Acetic acid",NA
"usgs","Butyric acid",NA
"usgs","Lactic Acid",NA
"usgs","Formic acid",NA
"usgs","Propanoic Acid, 2-Oxo-",NA
"usgs","Benzovindiflupyr",NA
"usgs","Imidacloprid urea",NA
"usgs","Gamma radiation",NA
"usgs","m-Ethyltoluene",NA
"usgs","Evaporation",NA
"usgs","Planktothrix",NA
"usgs","Sulfur-34",NA
"usgs","Microcystin HiLR",NA
"usgs","Volume Storage",NA
"usgs","AB-PINACA 4-hydroxypentyl",NA
"usgs","Isatidine",NA
"usgs","Monocrotaline",NA
"usgs","Monocrotaline N-oxide",NA
"usgs","Retrorsine",NA
"usgs","Ritonavir",NA
"usgs","Senecionine",NA
"usgs","Senecionine N-oxide",NA
"usgs","Seneciphylline",NA
"usgs","Seneciphylline N-oxide",NA
"usgs","gamma-HCH (Lindane)",NA
"usgs","Residue, Total",NA
"usgs","Horizontal Secchi Disk",NA
"usgs","Microcystins and nodularins",NA
"usgs","RBP2, Stream Character, Stream Origin (choice",NA
"usgs","Toxicity, sediment, Leptocheirus plumulosus, ",NA
"usgs","Algae, blue-green (phylum cyanophyta) percent",NA
"usgs","Dibutyltin",NA
"usgs","Stannanetriylium, butyl-",NA
"usgs","Tetrabutyltin",NA
"usgs","Tripropyltin chloride",NA
"usgs","1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin-C13",NA
"usgs","1,2,3,4,6,7,8-Heptachlorodibenzofuran-C13",NA
"usgs","1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin-C13",NA
"usgs","1,2,3,4,7,8-Hexachlorodibenzofuran-C13",NA
"usgs","1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin-C13",NA
"usgs","1,2,3,6,7,8-Hexachlorodibenzofuran-C13",NA
"usgs","1,2,3,7,8-Pentachlorodibenzo-p-dioxin-C13",NA
"usgs","1,2,3,7,8-Pentachlorodibenzofuran-C13",NA
"usgs","1,2,3,7,8,9-Hexachlorodibenzofuran-C13",NA
"usgs","2,3,4,6,7,8-Hexachlorodibenzofuran-C13",NA
"usgs","2,3,4,7,8-Pentachlorodibenzofuran-C13",NA
"usgs","2,3,7,8-Tetrachlorodibenzo-p-dioxin-C13",NA
"usgs","2,3,7,8-Tetrachlorodibenzofuran-C13",NA
"usgs","Octachlorodibenzo-p-dioxin-C13",NA
"usgs","1,2,3,4-Tetrachlorodibenzo-p-dioxin-C13",NA
"usgs","1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin-C13",NA
"usgs","2,3,7,8-Tetrachlorodibenzo-p-dioxin-Cl37",NA
"usgs","Benzo[a]pyrene-d12",NA
"usgs","Naphthalene-d8",NA
"usgs","4,5-Dichloro-2-nitroaniline",NA
"usgs","Cinerin I",NA
"usgs","Jasmolin I",NA
"usgs","Chloroxuron",NA
"usgs","Ethylan",NA
"usgs","PCB-132/161",NA
"usgs","PCB-43/49",NA
"usgs","PCB-61/70",NA
"usgs","PCB-66/76",NA
"usgs","PCB-87/117/125",NA
"usgs","PCB-95/98/102",NA
"usgs","Aliphatics fraction",NA
"usgs","Aromatics fraction",NA
"usgs","Chlorophyll a (probe) concentration, Cyanobac",NA
"usgs","Wind Speed Severity (choice list)",NA
"usgs","Macrophytes covering streambed (emergent and ",NA
"usgs","Biomass, species 40-45 mm size class",NA
"usgs","Count, species 40-45 mm size class",NA
"usgs","Wetted Width",NA
"usgs","Cyanide, available",NA
"usgs","PCB-131/142",NA
"usgs","PCB-20/23",NA
"usgs","PCB-58/63",NA
"usgs","PCB-64/71/72",NA
"usgs","PCB-66/80",NA
"usgs","PCB-83/109",NA
"usgs","PCB-91/121",NA
"usgs","PCB-93/95/98/102",NA
"usgs","PCB-97/116/117",NA
"usgs","Total Dichloro Biphenyls",NA
"usgs","Total Heptachloro Biphenyls",NA
"usgs","Total Hexachloro Biphenyls",NA
"usgs","Total Monochloro Biphenyls",NA
"usgs","Total Nonachloro Biphenyls",NA
"usgs","Total Octachloro Biphenyls",NA
"usgs","Total Pentachloro Biphenyls",NA
"usgs","Total Tetrachloro Biphenyls",NA
"usgs","Total Trichloro Biphenyls",NA
"usgs","Carbon-13/Carbon-12 ratio",NA
"usgs","Methylseleninic Acid",NA
"usgs","Selenocyanate",NA
"usgs","Selenomethionine",NA
"usgs","Homoanatoxin",NA
"usgs","Microcystin dLR",NA
"usgs","Microcystin dRR",NA
"usgs","Microcystin-HilR",NA
"usgs","Microcystin-HtyR",NA
"usgs","Arsenic ion (5+)",NA
"usgs","PCB-202/171/176",NA
"usgs","PCB-203/195",NA
"usgs","PCB-52/43",NA
"usgs","PCB-56/60/85",NA
"usgs","PCB-135/144/147/127",NA
"usgs","PCB-137/176/130",NA
"usgs","Non-purgeable Organic Carbon (NPOC)",NA
"usgs","Buprenorphine hydrochloride",NA
"usgs","Dehydroaripiprazole hydrochloride",NA
"usgs","Dextrorphan tartrate",NA
"usgs","EDDP perchlorate",NA
"usgs","Hydromorphone hydrochloride",NA
"usgs","Quetiapine fumarate",NA
"usgs","Bicyclopyrone",NA
"usgs","Bicyclopyrone SYN503870",NA
"usgs","Halauxifen acid",NA
"usgs","Halauxifen-methyl",NA
"usgs","Mandestrobin",NA
"usgs","Momfluorothrin",NA
"usgs","PCB-108/124",NA
"usgs","PCB-43/73",NA
"usgs","PCB-86/87/97/109/119/125",NA
"usgs","PCB-95/93/100",NA
"usgs","PCB-98/102",NA
"usgs","Bromochloromethane",NA
"usgs","Gas Range Organics (C6-C10)",NA
"usgs","2-Pentanone",NA
"usgs","Eucalyptol",NA
"usgs","Menthol",NA
"usgs","Pyraflufen-ethyl",NA
"usgs","Substrate - gravel, very fine",NA
"usgs","Tox",NA
"usgs","Ethane, 1-chloro-1,1-difluoro-",NA
"usgs","7H-Dibenzo(b,g)carbazole, 7-methyl-",NA
"usgs","Propane, 2,2-difluoro-",NA
"usgs","Hexamethylcyclotrisiloxane",NA
"usgs","Hexaldehyde",NA
"usgs","Nonanal",NA
"usgs","Octanal",NA
"usgs","Propane, 1,1,2,2-tetrafluoro-",NA
"usgs","Cis-2-Butene",NA
"usgs","Benzene, 1-nitro-2-(p-methylphenyl ethynyl)",NA
"usgs","Heptanal",NA
"usgs","1-Pentene",NA
"usgs","Isobutene",NA
"usgs","Propyne",NA
"usgs","1-Butene, 3-methyl-",NA
"usgs","1-Hexene",NA
"usgs","Cyclopropane, ethyl-",NA
"usgs","1-Butene",NA
"usgs","5-Methyl-2-hexene",NA
"usgs","1-Butyne, 3-chloro-3-methyl-",NA
"usgs","cis-1,2-Dimethylcyclopropane",NA
"usgs","2,3-Dichloroaniline",NA
"usgs","2-Ethylhexanol",NA
"usgs","Aminomethanesulfonic acid",NA
"usgs","Cysteic acid",NA
"usgs","Silanol, trimethyl-",NA
"usgs","Silane, methoxytrimethyl-",NA
"usgs","1-Isobutoxy-2-ethylhexane",NA
"usgs","Hexanal, 2-ethyl-",NA
"usgs","Heptane, 2,3,6-trimethyl-",NA
"usgs","Oxirane, 2-(chloromethyl)-2-methyl",NA
"usgs","2-Propyl-1-pentanol",NA
"usgs","Active channel width",NA
"usgs","Odor type (choice list)",NA
"usgs","Microcystins",NA
"usgs","Hardness",NA
"usgs","Extractable organic matter (EOM)",NA
"usgs","Oxygen uptake, day",NA
"usgs","Watershed, predominant surrounding land use",NA
"usgs","Substrate - miscellaneous other",NA
"usgs","1H-Benzimidazole-5-sulfonic acid, 2-phenyl-",NA
"usgs","Ethylparaben",NA
"usgs","Propylparaben",NA
"usgs","Vanillin",NA
"usgs","Ceftiofur",NA
"usgs","Clindamycin",NA
"usgs","Condition class, chemical (acid neutralizing ",NA
"usgs","Amoxicillin trihydrate",NA
"usgs","Fluoxetine hydrochloride",NA
"usgs","Bacteria, iron reducing",NA
"usgs","Bacteria, slime-forming",NA
"usgs","m-Chlorophenol",NA
"usgs","Perylene-d12",NA
"usgs","Oil range organics C28-C35",NA
"usgs","Clofibric acid",NA
"usgs","Acetyl norfentanyl",NA
"usgs","Carfentanil",NA
"usgs","Norcarfentanil",NA
"usgs",".gamma.-Cyhalothrin",NA
"usgs","d-trans-Allethrin",NA
"usgs","Flumioxazin",NA
"usgs","Tide range",NA
"usgs","Glufosinate-ammonium",NA
"usgs","Acesulfame",NA
"usgs","Monobutyltin***retired***use Stannanetriylium",NA
"usgs","Tributyltin***retired***use Tributlytin",NA
"usgs","2-Nitro-M-Xylene",NA
"usgs","PCB-107/109",NA
"usgs","PCB-108/112",NA
"usgs","PCB-111/115",NA
"usgs","PCB-146/165",NA
"usgs","PCB-41/64/71/72",NA
"usgs","PCB-42/59",NA
"usgs","PCB-48/75",NA
"usgs","PCB-85/116",NA
"usgs","(+)-cis-Permethrin",NA
"usgs","Precipitation Last 24hrs (CA SWAMP) (choice l",NA
"usgs","Large Woody Debris - LWD density (choice list",NA
"usgs","Stream Bed Color (choice list)",NA
"usgs","Phosphorus, hydrolyzable",NA
"usgs","Perfluorohexadecanoic acid",NA
"usgs","Perfluoro[1,2-13C2]decanoic acid",NA
"usgs","Perfluoro[1,2-13C2]dodecanoic acid",NA
"usgs","Perfluoro[1,2-13C2]hexadecanoic acid",NA
"usgs","Perfluoro[1,2-13C2]hexanoic acid",NA
"usgs","Perfluoro[1,2-13C2]tetradecanoic acid",NA
"usgs","Perfluoro[1,2-13C2]undecanoic acid",NA
"usgs","Perfluoro[1,2,3,4-13C4]butanoic acid",NA
"usgs","Perfluoro[1,2,3,4-13C4]octanoic acid",NA
"usgs","Perfluoro[1,2,3,4,5-13C5]nonanoic acid",NA
"usgs","Perfluoro[1,2,3,4,5,6,7-13C7]undecanoic acid",NA
"usgs","Perfluoro[1,2,3,4,6-13C5]hexanoic acid",NA
"usgs","Sodium perfluoro-1-[1,2,3,4-18O2]octanesulfon",NA
"usgs","Sodium perfluoro-1-hexane[18O2]sulfonate",NA
"usgs","Condition class (Dissolved oxygen (DO))",NA
"usgs","Dissolved oxygen uptake",NA
"usgs","Chlorthal",NA
"usgs","Promecard",NA
"usgs","2,4-Dichlorophenoxy-3,5,6-d3-acetic-d2 acid",NA
"usgs","2,4,5-Trichlorophenoxyacetic acid-d4",NA
"usgs","EPTC-d14",NA
"usgs","Parathion-d10",NA
"usgs","Phorate-d10",NA
"usgs","Simazine-d10",NA
"usgs","RBP2, Sediment/Substrate, Deposits (choice li",NA
"usgs","Particle size, Sieve No. 18, 16 mesh, (1.00mm",NA
"usgs","Clethodim sulfone",NA
"usgs","Clethodim sulfoxide",NA
"usgs","Fomesafen",NA
"usgs","Tolpyralate",NA
"usgs","RBP2, Habitat type, submerged macrophytes (%)",NA
"usgs","Wind Speed (choice list)",NA
"usgs","Silanol, dimethyl(1,1,2-trimethylpropyl)-",NA
"usgs","Trichloroacetic acid, pent-2-en-4-ynyl ester",NA
"usgs","Hardness, total by calculation",NA
"usgs","2-Butanone-d5",NA
"usgs","BTEX, Total",NA
"usgs","Fuel, Diesel Range (C28-C36)",NA
"usgs","Octylphenol",NA
"usgs","Escherichia coli proportional contribution by",NA
"usgs","Stream depth (choice list)",NA
"usgs","2,3,6-Trichloro-5-cyano-4-hydroxybenzamide",NA
"usgs","2,4,5,6-Tetrachloroisophthalamide",NA
"usgs","Total Petroleum Hydrocarbon - Extended Range ",NA
"ca_surf_sediment","methoxychlor",NA
"ca_surf_sediment","lindane (gamma-bhc)",NA
"ca_surf_sediment","chlorthal-dimethyl",NA
"ca_surf_sediment","diazinon",NA
"ca_surf_sediment","endosulfan",NA
"ca_surf_sediment","chlorpyrifos",NA
"ca_surf_sediment","methyl parathion",NA
"ca_surf_sediment","dicofol",NA
"ca_surf_sediment","dicamba",NA
"ca_surf_sediment","2,4-DB",NA
"ca_surf_sediment","mcpp",NA
"ca_surf_sediment","MCPA",NA
"ca_surf_sediment","endosulfan sulfate",NA
"ca_surf_sediment","endosulfan II",NA
"ca_surf_sediment","oxadiazon",NA
"ca_surf_sediment","fipronil sulfide",NA
"ca_surf_sediment","fipronil sulfone",NA
"ca_surf_sediment","desulfinyl fipronil amide",NA
"ca_surf_sediment","fluridone",NA
"ca_surf_sediment","pebulate",NA
"ca_surf_sediment","pendimethalin",NA
"ca_surf_sediment","eptc",NA
"ca_surf_sediment","thiobencarb",NA
"ca_surf_sediment","cycloate",NA
"ca_surf_sediment","napropamide",NA
"ca_surf_sediment","atrazine",NA
"ca_surf_sediment","oxyfluorfen",NA
"ca_surf_sediment","lambda cyhalothrin",NA
"ca_surf_sediment","piperonyl butoxide",NA
"ca_surf_sediment","methidathion",NA
"ca_surf_sediment","phosmet",NA
"ca_surf_sediment","simazine",NA
"ca_surf_sediment","azinphos-methyl",NA
"ca_surf_sediment","malathion",NA
"ca_surf_sediment","molinate",NA
"ca_surf_sediment","prometryn",NA
"ca_surf_sediment","carbofuran",NA
"ca_surf_sediment","hexazinone",NA
"ca_surf_sediment","permethrin",NA
"ca_surf_sediment","carbaryl",NA
"ca_surf_sediment","esfenvalerate",NA
"ca_surf_sediment","ethalfluralin",NA
"ca_surf_sediment","butylate",NA
"ca_surf_sediment","bifenthrin",NA
"ca_surf_sediment","ethoprop",NA
"ca_surf_sediment","coumaphos",NA
"ca_surf_sediment","disulfoton",NA
"ca_surf_sediment","sulprofos",NA
"ca_surf_sediment","tetrachlorvinphos",NA
"ca_surf_sediment","fenthion",NA
"ca_surf_sediment","naled",NA
"ca_surf_sediment","mevinphos",NA
"ca_surf_sediment","phorate",NA
"ca_surf_sediment","DDVP",NA
"ca_surf_sediment","cypermethrin",NA
"ca_surf_sediment","cyfluthrin",NA
"ca_surf_sediment","diquat dibromide",NA
"ca_surf_sediment","methoprene",NA
"ca_surf_sediment","para-chloro-meta-cresol",NA
"ca_surf_sediment","pentachlorophenol",NA
"ca_surf_sediment","1,4-dichlorobenzene (p-DCB0",NA
"ca_surf_sediment","2,4-xylenol",NA
"ca_surf_sediment","fonofos",NA
"ca_surf_sediment","sulfotep",NA
"ca_surf_sediment","trichlorophon",NA
"ca_surf_sediment","dimethoate",NA
"ca_surf_sediment","fenitrothion",NA
"ca_surf_sediment","deltamethrin",NA
"ca_surf_sediment","ddt",NA
"ca_surf_sediment","alpha BHC",NA
"ca_surf_sediment","heptachlor",NA
"ca_surf_sediment","ddd",NA
"ca_surf_sediment","chlordane",NA
"ca_surf_sediment","dieldrin",NA
"ca_surf_sediment","endrin aldehyde",NA
"ca_surf_sediment","dde",NA
"ca_surf_sediment","endrin",NA
"ca_surf_sediment","bhc (other than gamma isomer)",NA
"ca_surf_sediment","chlordane, other",NA
"ca_surf_sediment","s-cypermethrin",NA
"ca_surf_sediment","fluvalinate",NA
"ca_surf_sediment","trifluralin",NA
"ca_surf_sediment","fenpropathrin",NA
"ca_surf_sediment","alachlor",NA
"ca_surf_sediment","metolachlor",NA
"ca_surf_sediment","camphor",NA
"ca_surf_sediment","prometon",NA
"ca_surf_sediment","deet",NA
"ca_surf_sediment","bromacil",NA
"ca_surf_sediment","pcnb",NA
"ca_surf_sediment","phenothrin",NA
"ca_surf_sediment","allethrin",NA
"ca_surf_sediment","chlorothalonil",NA
"ca_surf_sediment","terbuthylazine",NA
"ca_surf_sediment","resmethrin",NA
"ca_surf_sediment","fipronil",NA
"ca_surf_sediment","propiconazole",NA
"ca_surf_sediment","iprodione",NA
"ca_surf_sediment","tebuconazole",NA
"ca_surf_sediment","myclobutanil",NA
"ca_surf_sediment","propyzamide",NA
"ca_surf_sediment","prallethrin",NA
"ca_surf_sediment","tetramethrin",NA
"ca_surf_sediment","fenarimol",NA
"ca_surf_sediment","dimethomorph",NA
"ca_surf_sediment","clomazone",NA
"ca_surf_sediment","propanil",NA
"ca_surf_sediment","triadimefon",NA
"ca_surf_sediment","methamidophos",NA
"ca_surf_sediment","pyrethrins, other related",NA
"ca_surf_sediment","pyrethrins",NA
"ca_surf_sediment","beta-cyfluthrin",NA
"ca_surf_sediment","gamma-cyhalothrin",NA
"ca_surf_sediment","triallate",NA
"ca_surf_sediment","benefin",NA
"ca_surf_sediment","propargite",NA
"ca_surf_sediment","fluazinam",NA
"ca_surf_sediment","zoxamide",NA
"ca_surf_sediment","fludioxonil",NA
"ca_surf_sediment","flutriafol",NA
"ca_surf_sediment","triflumizole",NA
"ca_surf_sediment","dithiopyr",NA
"ca_surf_sediment","azoxystrobin",NA
"ca_surf_water","2,4-D",NA
"ca_surf_water","mcpa, dimethylamine salt",NA
"ca_surf_water","dicamba",NA
"ca_surf_water","chlorpyrifos",NA
"ca_surf_water","diazinon",NA
"ca_surf_water","eptc",NA
"ca_surf_water","napropamide",NA
"ca_surf_water","trifluralin",NA
"ca_surf_water","butylate",NA
"ca_surf_water","malathion",NA
"ca_surf_water","methidathion",NA
"ca_surf_water","cyanazine",NA
"ca_surf_water","molinate",NA
"ca_surf_water","simazine",NA
"ca_surf_water","carbaryl",NA
"ca_surf_water","atrazine",NA
"ca_surf_water","fonofos",NA
"ca_surf_water","carbofuran",NA
"ca_surf_water","metolachlor",NA
"ca_surf_water","chlorthal-dimethyl",NA
"ca_surf_water","pebulate",NA
"ca_surf_water","alachlor",NA
"ca_surf_water","thiobencarb",NA
"ca_surf_water","DDVP",NA
"ca_surf_water","endosulfan II",NA
"ca_surf_water","3-hydroxycarbofuran",NA
"ca_surf_water","aldicarb sulfoxide",NA
"ca_surf_water","methomyl",NA
"ca_surf_water","methyl paraoxon",NA
"ca_surf_water","azinphos-methyl-oa",NA
"ca_surf_water","oxamyl",NA
"ca_surf_water","endosulfan sulfate",NA
"ca_surf_water","chlorpyrifos OA",NA
"ca_surf_water","aldicarb sulfone",NA
"ca_surf_water","phosalone OA",NA
"ca_surf_water","aldicarb",NA
"ca_surf_water","methiocarb",NA
"ca_surf_water","ethyl parathion",NA
"ca_surf_water","methidathion OA",NA
"ca_surf_water","phosmet-oa",NA
"ca_surf_water","azinphos-methyl",NA
"ca_surf_water","ethyl parathion OA (paraoxon)",NA
"ca_surf_water","phosmet",NA
"ca_surf_water","malaoxon",NA
"ca_surf_water","endosulfan",NA
"ca_surf_water","methiocarb sulfoxide",NA
"ca_surf_water","methiocarb sulfone",NA
"ca_surf_water","dimethoate",NA
"ca_surf_water","methyl parathion",NA
"ca_surf_water","phorate",NA
"ca_surf_water","diazoxon",NA
"ca_surf_water","phosalone",NA
"ca_surf_water","ethoprop",NA
"ca_surf_water","barban",NA
"ca_surf_water","tebuthiuron",NA
"ca_surf_water","trichloronate",NA
"ca_surf_water","benomyl",NA
"ca_surf_water","mexacarbate",NA
"ca_surf_water","demeton",NA
"ca_surf_water","siduron",NA
"ca_surf_water","fenthion",NA
"ca_surf_water","methyl trithion",NA
"ca_surf_water","diphenamid",NA
"ca_surf_water","fluometuron",NA
"ca_surf_water","propachlor",NA
"ca_surf_water","monuron",NA
"ca_surf_water","sulprofos",NA
"ca_surf_water","fensulfothion",NA
"ca_surf_water","prometon",NA
"ca_surf_water","merphos",NA
"ca_surf_water","neburon",NA
"ca_surf_water","aminocarb",NA
"ca_surf_water","ethion",NA
"ca_surf_water","chloroxuron",NA
"ca_surf_water","bromacil",NA
"ca_surf_water","linuron",NA
"ca_surf_water","diuron",NA
"ca_surf_water","disulfoton",NA
"ca_surf_water","chlorpropham",NA
"ca_surf_water","pendimethalin",NA
"ca_surf_water","ronnel",NA
"ca_surf_water","fenuron",NA
"ca_surf_water","coumaphos",NA
"ca_surf_water","naled",NA
"ca_surf_water","mevinphos",NA
"ca_surf_water","methyl isothiocyanate",NA
"ca_surf_water","propham",NA
"ca_surf_water","propoxur",NA
"ca_surf_water","triclopyr",NA
"ca_surf_water","carbophenothion",NA
"ca_surf_water","isofenphos",NA
"ca_surf_water","S,S,S-tributyl phosphorotrithioate",NA
"ca_surf_water","dieldrin",NA
"ca_surf_water","heptachlor epoxide",NA
"ca_surf_water","oxadiazon",NA
"ca_surf_water","heptachlor",NA
"ca_surf_water","chlordane",NA
"ca_surf_water","endrin",NA
"ca_surf_water","ddt",NA
"ca_surf_water","mirex",NA
"ca_surf_water","chlordane, other",NA
"ca_surf_water","lindane (gamma-bhc)",NA
"ca_surf_water","nonachlor",NA
"ca_surf_water","hexazinone",NA
"ca_surf_water","metribuzin",NA
"ca_surf_water","prometryn",NA
"ca_surf_water","propanil",NA
"ca_surf_water","ethalfluralin",NA
"ca_surf_water","chlorothalonil",NA
"ca_surf_water","propyzamide",NA
"ca_surf_water","silvex",NA
"ca_surf_water","dde",NA
"ca_surf_water","acifluorfen, sodium salt",NA
"ca_surf_water","oryzalin",NA
"ca_surf_water","dinoseb",NA
"ca_surf_water","dichlobenil",NA
"ca_surf_water","chloramben",NA
"ca_surf_water","triallate",NA
"ca_surf_water","propargite",NA
"ca_surf_water","picloram",NA
